CustNum	20
DroneNum	3
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	480	480	0.0	0		6801
1	163	181	0.3	483		1686
2	629	128	0.4	383		1210
3	619	218	0.7	4855		5506
4	92	842	0.6	4322		5456
5	476	339	0.7	2527		3621
6	173	71	0.2	3279		4499
7	596	132	0.4	1179		2472
8	681	708	0.2	304		756
9	786	187	0.6	1489		2259
10	957	125	0.5	2592		3604
11	175	365	0.5	1472		2510
12	474	154	0.9	3061		3991
13	724	559	1.0	5277		6359
14	127	148	1.1	1556		2752
15	622	681	1.5	5816		6554
16	335	846	1.4	3505		4395
17	631	307	0.1	1160		2345
18	806	261	1.0	3037		3990
19	733	528	0.3	1994		3838
20	843	270	0.6	3294		4442
21	480	480	0.0	0		6801
