CustNum	25
DroneNum	4
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	480	480	0.0	0		6896
1	326	732	0.2	5524		6449
2	913	630	0.6	5873		6437
3	936	443	0.5	458		1074
4	705	1	0.5	4093		5278
5	896	246	0.2	600		1414
6	490	231	0.2	2832		3961
7	710	789	0.3	2064		3116
8	362	752	0.4	3782		4268
9	726	218	0.4	5021		6021
10	330	182	0.7	5847		6375
11	682	764	1.3	5400		6547
12	507	726	0.7	1422		2049
13	365	513	1.4	6166		6776
14	590	661	1.2	4768		5519
15	867	301	0.9	4721		5637
16	810	539	0.9	2224		3181
17	406	421	0.8	1669		2329
18	875	390	0.7	2750		3682
19	832	419	1.2	2304		3370
20	237	351	0.3	6239		6620
21	842	644	0.2	3568		4633
22	215	233	1.2	2065		2704
23	351	323	0.6	4134		5710
24	926	241	1.4	738		1303
25	871	926	1.2	2732		3543
26	480	480	0.0	0		6896
