CustNum	25
DroneNum	4
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	480	480	0.0	0		7074
1	506	371	0.6	2254		3310
2	139	70	0.6	1058		1685
3	716	316	0.1	1914		3242
4	370	245	0.2	1908		2946
5	410	815	0.1	1268		2463
6	393	690	0.4	4907		5533
7	804	866	0.6	1315		2438
8	231	56	0.7	5355		6582
9	462	650	0.7	5033		6177
10	76	630	0.4	2708		3580
11	638	753	1.2	2333		3130
12	943	557	0.9	470		1156
13	53	682	0.6	3248		4215
14	223	353	1.2	1140		2479
15	58	64	0.7	6120		6481
16	816	232	0.7	2511		3373
17	713	237	0.5	5345		6276
18	760	667	0.8	5578		6584
19	242	161	1.4	2640		3158
20	584	304	0.9	4409		4984
21	349	129	0.9	375		1329
22	168	798	1.2	527		1782
23	457	798	1.2	2015		2877
24	79	228	0.2	5225		5906
25	611	821	0.7	3005		3788
26	480	480	0.0	0		7074
