CustNum	20
DroneNum	4
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	0	0	0.0	0		4756
1	68	175	0.4	2402		2953
2	188	14	0.3	1174		1951
3	163	59	0.6	4168		4582
4	152	328	0.3	3759		4394
5	201	201	0.7	3126		3949
6	14	384	0.7	1676		2022
7	113	424	0.6	707		1017
8	469	101	0.4	1488		1965
9	202	89	0.2	2105		2640
10	362	163	1.4	1130		1568
11	132	126	0.3	183		386
12	119	369	1.1	4231		4368
13	293	323	0.4	3326		3798
14	456	259	0.3	2176		2781
15	148	471	1.1	2345		2961
16	344	140	0.8	1452		2370
17	220	308	1.4	1791		2683
18	7	180	0.2	3491		4332
19	137	419	0.9	3135		3508
20	233	294	1.5	1583		2020
21	0	0	0.0	0		4756
