CustNum	30
DroneNum	5
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	0	0	0.0	0		6304
1	75	402	0.5	2664		3506
2	41	205	0.4	3605		4493
3	480	150	0.2	1330		2221
4	256	394	0.1	4081		5082
5	464	217	0.2	5085		5791
6	58	377	0.3	1802		3259
7	115	347	0.4	1383		1915
8	91	237	0.3	303		547
9	348	171	0.4	3039		4118
10	96	459	0.6	3882		5001
11	325	111	0.3	3446		3889
12	376	360	0.4	3200		4112
13	298	191	0.5	2559		3353
14	328	339	0.3	4042		5190
15	330	157	1.2	2179		3730
16	354	153	0.8	5182		5918
17	104	232	0.8	255		907
18	258	38	1.0	3680		4538
19	391	425	1.5	2205		3107
20	264	210	1.4	1958		2582
21	199	294	0.5	1348		2695
22	221	156	0.6	3096		4084
23	324	388	0.7	972		1990
24	175	346	1.0	3198		4007
25	175	309	1.4	5567		5948
26	17	214	1.1	614		1423
27	153	262	1.4	592		1324
28	218	478	0.6	3932		4834
29	400	23	0.2	4162		4842
30	350	372	0.1	511		1249
31	0	0	0.0	0		6304
