CustNum	25
DroneNum	3
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	0	0	0.0	0		9435
1	165	171	0.1	344		751
2	459	476	0.1	2348		3554
3	220	272	0.6	454		2211
4	105	208	0.2	7418		8327
5	458	135	0.2	1022		2710
6	347	462	0.5	3330		4452
7	56	316	0.5	6375		7252
8	4	241	0.5	1773		2622
9	414	207	0.3	463		1646
10	306	375	0.1	1902		3161
11	81	378	1.1	6032		6940
12	339	311	0.4	2941		4546
13	33	89	0.4	7104		7570
14	459	414	0.6	5462		7015
15	220	124	0.9	812		2619
16	364	306	0.2	7931		8830
17	197	324	0.1	5202		6564
18	399	132	1.0	4242		6139
19	314	134	0.7	1090		3363
20	456	163	1.3	2410		4419
21	200	173	0.8	2095		2686
22	39	8	0.6	40		1120
23	169	0	1.4	5105		6562
24	308	363	0.7	4227		5132
25	419	50	0.2	3441		4323
26	0	0	0.0	0		9435
