CustNum	25
DroneNum	4
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	0	0	0.0	0		7435
1	129	382	0.5	722		1497
2	302	463	0.6	3371		4617
3	204	115	0.5	2848		4380
4	328	166	0.6	2153		3049
5	444	349	0.2	2988		3874
6	375	479	0.7	5238		5904
7	314	460	0.6	3961		4839
8	348	33	0.1	1794		2535
9	386	339	0.6	2127		3387
10	96	441	0.1	4611		5608
11	99	119	1.4	1395		2099
12	213	108	1.2	5498		6467
13	261	342	1.3	431		981
14	142	217	0.8	3955		5188
15	287	97	1.5	5362		6397
16	29	337	0.1	2224		3389
17	334	321	0.3	1841		2800
18	90	117	0.3	2885		3793
19	307	260	0.2	4538		6186
20	319	103	0.6	4701		5958
21	376	95	1.1	2383		3262
22	449	87	0.8	1941		3025
23	103	317	1.5	3056		4064
24	96	104	1.4	3621		4670
25	108	34	0.7	3620		4590
26	0	0	0.0	0		7435
