CustNum	25
DroneNum	4
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	0	0	0.0	0		7083
1	347	337	0.1	5726		6599
2	211	194	0.4	2933		4112
3	281	68	0.7	793		2469
4	234	154	0.7	5157		6130
5	460	377	0.3	2493		3849
6	143	430	0.2	4454		5272
7	356	124	0.3	377		1249
8	379	303	0.6	3107		4355
9	160	178	0.5	3769		4723
10	449	5	0.7	1944		2591
11	37	178	0.1	1717		3192
12	383	236	1.0	2824		3698
13	167	275	1.3	1408		2882
14	85	224	0.3	2017		3336
15	240	33	0.8	2054		3172
16	334	55	0.9	4373		5202
17	360	260	0.7	1406		2463
18	209	40	0.8	4029		5433
19	441	190	1.3	3510		4320
20	287	437	0.9	3305		4165
21	36	440	1.1	4137		5098
22	19	408	0.1	4026		4874
23	89	408	1.1	2468		3594
24	189	162	0.1	249		720
25	293	431	1.1	3986		4814
26	0	0	0.0	0		7083
