CustNum	30
DroneNum	5
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	480	480	0.0	0		6562
1	110	638	0.7	4545		5408
2	514	118	0.3	1153		2023
3	36	337	0.5	467		1322
4	796	27	0.1	4144		4363
5	280	644	0.2	2455		3631
6	853	411	0.7	380		1043
7	576	581	0.4	2799		3967
8	469	10	0.6	471		1056
9	734	461	0.6	2390		3402
10	545	58	0.4	1058		1922
11	183	316	0.6	2788		3847
12	832	887	0.5	2247		3460
13	786	47	0.8	602		2096
14	542	702	0.1	5655		6196
15	529	440	0.9	3164		4432
16	608	390	1.0	2729		4004
17	42	352	1.4	2135		2861
18	646	868	0.6	5319		6139
19	197	954	0.7	2305		2935
20	535	439	1.3	337		1446
21	845	893	0.5	2569		3217
22	281	173	1.4	3228		4109
23	275	7	0.9	3874		4952
24	916	727	0.8	5006		5433
25	693	810	1.5	4225		5462
26	172	805	0.5	4561		5364
27	280	811	1.4	3140		4236
28	430	535	0.4	3342		4579
29	191	4	0.1	3286		3800
30	927	730	1.1	2958		3401
31	480	480	0.0	0		6562
