CustNum	30
DroneNum	5
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	0	0	0.0	0		6388
1	299	309	0.3	5652		5958
2	330	241	0.5	3874		5576
3	271	47	0.6	3688		4976
4	188	93	0.3	210		1433
5	327	36	0.2	329		1306
6	473	236	0.5	1074		2177
7	118	277	0.2	2001		2650
8	183	322	0.6	866		1679
9	292	163	0.5	4446		5303
10	126	212	0.2	2369		3178
11	285	216	0.3	3342		4104
12	242	264	0.2	1309		2115
13	6	402	0.3	2366		3189
14	28	283	1.1	2868		3332
15	126	462	0.6	3365		3761
16	384	259	1.5	3066		3668
17	19	292	0.4	4484		5921
18	330	306	1.1	4644		5275
19	463	391	1.0	607		1315
20	4	55	0.1	5376		6332
21	153	7	0.5	5686		6102
22	70	369	1.1	2910		4137
23	475	262	0.4	3646		4896
24	139	342	0.4	1455		2433
25	362	253	1.3	2116		3318
26	135	460	1.0	1646		2690
27	375	414	1.0	949		1848
28	117	416	1.1	1852		2578
29	68	459	0.3	2957		4463
30	182	131	1.0	225		541
31	0	0	0.0	0		6388
