CustNum	30
DroneNum	4
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	480	480	0.0	0		8082
1	318	646	0.6	6998		7850
2	586	777	0.1	6080		6850
3	166	434	0.4	415		1476
4	168	857	0.5	1869		3163
5	354	845	0.1	3953		5018
6	272	673	0.6	2337		3168
7	642	203	0.6	4464		5338
8	836	241	0.3	1194		2587
9	720	95	0.6	6724		7628
10	356	731	0.1	2908		4421
11	782	533	0.2	3224		3782
12	104	388	0.1	645		2301
13	852	143	0.3	2554		3564
14	574	85	1.4	767		2031
15	332	308	1.4	6479		7149
16	894	619	0.9	3204		4310
17	192	610	0.2	1356		2671
18	69	679	1.0	852		1822
19	74	518	0.3	3068		4209
20	4	537	0.5	2008		2779
21	948	748	1.3	3357		4275
22	612	521	0.4	2788		4399
23	689	192	0.7	1907		2781
24	465	161	0.2	6687		7762
25	268	741	1.3	3566		4623
26	122	280	0.4	6632		7396
27	329	851	0.6	4811		5460
28	50	927	0.4	6119		6927
29	581	830	0.5	4713		6050
30	959	624	1.1	1385		3043
31	480	480	0.0	0		8082
