CustNum	30
DroneNum	4
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	480	480	0.0	0		8270
1	155	39	0.6	1566		2502
2	477	194	0.2	807		2114
3	608	460	0.5	130		1091
4	942	278	0.5	2774		3061
5	44	219	0.7	5766		6869
6	327	718	0.2	4825		5842
7	284	105	0.6	2801		4090
8	198	779	0.6	2047		2521
9	333	889	0.2	2257		3865
10	625	609	0.6	3801		5120
11	264	276	0.4	5450		7029
12	578	132	0.7	362		1137
13	803	814	0.7	2998		3911
14	17	75	1.1	1288		2298
15	562	404	0.3	112		1125
16	604	319	1.4	1746		3397
17	728	772	1.4	4764		5825
18	473	586	0.3	4288		5051
19	8	522	0.7	2097		3161
20	669	662	0.8	6414		6867
21	296	818	0.6	3211		4686
22	489	814	0.4	2767		3442
23	119	49	0.8	2718		3471
24	367	109	0.9	849		1963
25	908	315	0.5	4264		5588
26	179	161	0.2	1936		3159
27	761	740	0.6	4781		5790
28	808	206	0.1	3577		5031
29	658	251	0.3	3468		5434
30	572	334	1.0	1056		2372
31	480	480	0.0	0		8270
