CustNum	30
DroneNum	5
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	480	480	0.0	0		6616
1	213	639	0.6	1056		1810
2	39	924	0.5	2599		3292
3	947	246	0.4	1048		1848
4	493	393	0.5	935		2011
5	591	870	0.7	1420		2398
6	741	56	0.4	2223		2998
7	455	424	0.4	4467		5258
8	107	459	0.3	4843		5699
9	903	427	0.7	3766		4549
10	301	196	0.4	336		1248
11	282	367	0.1	530		1495
12	159	654	0.2	2573		3540
13	11	767	0.5	5719		6066
14	166	611	0.3	5669		6275
15	555	447	0.2	5363		6534
16	651	341	0.5	686		1877
17	509	115	0.7	1047		1927
18	299	273	0.3	2679		3623
19	435	500	1.3	4738		5803
20	488	545	1.2	2544		3613
21	926	617	0.8	994		2032
22	471	455	0.9	2702		3963
23	331	885	1.2	1632		2386
24	564	131	0.6	1661		2676
25	102	940	1.2	5200		6020
26	330	137	0.1	4418		5353
27	234	841	0.4	4146		4653
28	249	156	1.1	398		1141
29	934	234	0.6	1381		2438
30	793	435	1.0	359		1162
31	480	480	0.0	0		6616
