CustNum	20
DroneNum	4
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	480	480	0.0	0		4888
1	784	70	0.7	3120		3589
2	92	523	0.6	1922		2595
3	543	897	0.6	2304		2982
4	625	490	0.5	706		1398
5	216	502	0.6	617		1266
6	157	335	0.7	1403		1793
7	904	181	0.2	2662		3310
8	684	516	0.6	208		575
9	851	309	1.5	3319		4005
10	568	577	0.4	3337		4136
11	762	512	1.0	3107		3593
12	521	256	0.4	2186		2910
13	81	198	0.6	3463		4018
14	184	797	0.4	2994		3719
15	324	574	0.9	1269		2113
16	652	941	1.4	1238		1530
17	399	71	0.6	2567		2781
18	821	673	0.4	3747		4496
19	550	845	0.9	4129		4516
20	421	569	1.5	275		1117
21	480	480	0.0	0		4888
