CustNum	25
DroneNum	4
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	0	0	0.0	0		7448
1	264	458	0.2	2336		4155
2	393	452	0.1	2224		3095
3	388	249	0.6	3687		4614
4	158	344	0.7	2871		3746
5	395	253	0.4	3461		4798
6	70	274	0.6	6437		7165
7	441	235	0.3	1301		2220
8	95	356	0.7	4393		5723
9	165	437	0.1	5018		6296
10	139	257	0.4	293		1190
11	27	464	0.6	6508		6983
12	390	187	1.3	1593		2496
13	93	346	0.3	3427		4476
14	248	321	0.8	994		1719
15	54	263	0.9	1064		1840
16	48	465	0.9	541		2236
17	356	409	0.5	3787		5344
18	402	24	0.4	2419		3175
19	283	251	0.4	2696		3621
20	338	349	1.1	1436		2293
21	19	338	0.2	363		1488
22	395	436	0.7	1926		2644
23	32	479	0.4	3491		4226
24	197	243	0.4	5206		6483
25	453	35	0.7	5327		5678
26	0	0	0.0	0		7448
