CustNum	20
DroneNum	3
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	0	0	0.0	0		6842
1	310	39	0.6	2507		3360
2	156	291	0.4	5099		6511
3	282	157	0.7	3164		4141
4	90	263	0.6	5161		5794
5	274	37	0.6	562		2351
6	345	53	0.2	4025		4949
7	403	282	0.1	5007		5813
8	140	323	0.7	5088		5757
9	243	318	0.1	3984		4618
10	175	470	0.2	5810		6340
11	98	260	0.6	2619		3584
12	35	20	1.3	4602		6594
13	322	259	1.4	4512		5280
14	477	438	0.2	2415		3429
15	382	80	1.2	5296		5798
16	50	193	0.6	200		1294
17	210	297	0.4	4770		5808
18	55	285	0.9	291		850
19	435	263	0.1	2390		3200
20	452	73	1.5	5827		6384
21	0	0	0.0	0		6842
