CustNum	30
DroneNum	4
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	480	480	0.0	0		8085
1	115	545	0.1	3352		4849
2	600	361	0.7	7016		7916
3	927	388	0.3	2121		3611
4	481	174	0.1	990		1885
5	742	857	0.1	3201		4155
6	677	918	0.7	5408		7157
7	30	249	0.3	3286		5105
8	417	671	0.7	5061		6266
9	761	467	0.4	791		1969
10	791	484	0.5	312		2053
11	309	653	0.3	4790		6737
12	754	738	0.1	861		2118
13	834	90	1.5	1369		1830
14	437	400	0.3	3352		4198
15	252	869	0.9	2166		3481
16	263	328	0.9	7304		7820
17	842	926	0.2	4471		5980
18	243	164	1.2	395		1133
19	465	229	0.6	6940		7822
20	53	517	1.4	2232		3223
21	774	803	0.5	5358		5730
22	529	502	0.8	4239		5616
23	544	845	0.1	6115		7562
24	951	430	1.1	5922		6521
25	263	909	0.3	481		1960
26	483	911	0.3	4592		5467
27	441	466	1.2	1780		2415
28	218	6	0.4	900		2213
29	879	438	0.3	2193		3853
30	643	175	0.6	4523		5693
31	480	480	0.0	0		8085
