CustNum	20
DroneNum	4
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	480	480	0.0	0		4833
1	959	596	0.5	1462		1831
2	793	421	0.3	2825		2948
3	187	145	0.5	2393		2854
4	833	787	0.2	3431		3770
5	728	211	0.1	2468		3327
6	836	779	0.5	766		1427
7	484	122	0.4	911		1518
8	350	674	0.1	1395		2446
9	622	724	1.3	2506		3178
10	665	144	1.2	384		1119
11	219	32	1.4	1939		2451
12	462	635	1.4	2772		3064
13	117	537	1.0	2575		3186
14	40	455	1.4	1438		1937
15	246	890	1.5	4022		4360
16	841	757	0.4	991		1528
17	245	513	1.1	1968		2543
18	297	611	1.0	226		647
19	55	647	0.5	3784		4376
20	323	760	0.6	3170		3835
21	480	480	0.0	0		4833
