CustNum	25
DroneNum	4
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	480	480	0.0	0		7442
1	96	626	0.1	5497		6433
2	872	56	0.6	4876		6668
3	718	906	0.5	1065		2541
4	760	69	0.1	735		1811
5	790	896	0.3	3859		4692
6	285	756	0.3	1353		2280
7	125	542	0.7	6205		7081
8	901	337	0.5	2876		3803
9	266	960	0.6	5368		5971
10	299	84	0.1	5777		7006
11	625	391	1.1	171		784
12	547	628	0.4	163		602
13	392	603	1.2	152		1244
14	174	372	0.2	6730		7117
15	745	37	1.5	1062		1435
16	169	355	0.3	4820		5650
17	86	929	0.2	4644		5000
18	309	876	1.3	4228		4897
19	645	374	0.7	873		1479
20	900	694	1.3	472		1345
21	577	889	0.9	5003		5585
22	524	593	0.4	2568		3038
23	441	647	0.5	4387		5898
24	622	918	0.9	3634		4725
25	730	145	1.2	4773		5981
26	480	480	0.0	0		7442
