CustNum	20
DroneNum	4
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	0	0	0.0	0		4594
1	224	380	0.3	3484		4152
2	402	75	0.3	3085		3679
3	131	97	0.5	2919		3606
4	164	5	0.6	3792		4429
5	444	312	0.7	939		1898
6	2	328	0.5	976		1645
7	253	270	0.2	3566		4108
8	60	66	0.2	1679		2106
9	11	188	0.4	805		1335
10	308	87	0.9	4010		4273
11	203	354	0.2	2018		2411
12	47	164	1.4	2521		3254
13	74	299	1.4	2328		2916
14	254	103	0.3	2479		2686
15	364	247	1.4	2433		2509
16	450	113	0.9	3674		3765
17	241	82	1.0	3105		3931
18	204	267	1.5	595		1289
19	316	233	1.3	866		1699
20	155	74	1.4	2943		3648
21	0	0	0.0	0		4594
