CustNum	30
DroneNum	5
#Node	X_coor	Y_coor	Demand	ReadyTime	DueTime
0	0	0	0.0	0		6668
1	271	283	0.7	392		886
2	272	424	0.1	5568		6164
3	429	94	0.6	4870		5334
4	39	184	0.7	4083		5523
5	83	446	0.5	3512		4178
6	47	185	0.1	1893		2781
7	94	81	0.4	3280		4288
8	249	475	0.1	2512		3142
9	196	296	0.7	445		1419
10	291	380	0.2	496		900
11	436	446	0.4	5223		5701
12	144	165	0.2	459		1417
13	165	98	0.9	800		1748
14	424	215	1.5	1616		2597
15	73	321	0.5	5151		6338
16	474	451	0.2	3050		4034
17	208	369	0.2	1706		3020
18	198	368	1.1	4717		5326
19	225	128	0.9	2801		3688
20	350	402	0.5	1003		2257
21	148	85	0.6	5053		5642
22	199	225	0.4	301		1279
23	124	466	0.3	4374		5322
24	33	399	0.3	3097		4251
25	215	388	0.8	5026		5990
26	283	256	1.0	604		1624
27	451	10	1.4	1163		1495
28	326	356	0.7	1640		2556
29	269	274	1.1	3399		4197
30	219	386	1.1	1710		2169
31	0	0	0.0	0		6668
